raw_words,task,quadruples
"The sauces we ordered did n't have me wowed and we tried several different types , which left me bummed.My mom tried the spicy tuna which was again just okay , very heavy and filling , nothing we would order again and nothing special here.I got the frik , a very thin sausage in a huge hoagie roll .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['sauces']}, 'category': 'Food#Quality', 'opinion': {'from': 19, 'to': 20, 'term': ['bummed.My']}, 'sentiment': 'NEG'}, {'aspect': {'from': 23, 'to': 25, 'term': ['spicy', 'tuna']}, 'category': 'Food#Style_Options', 'opinion': {'from': 31, 'to': 33, 'term': ['very', 'heavy']}, 'sentiment': 'POS'}, {'aspect': {'from': 23, 'to': 25, 'term': ['spicy', 'tuna']}, 'category': 'Food#Style_Options', 'opinion': {'from': 34, 'to': 35, 'term': ['filling']}, 'sentiment': 'POS'}, {'aspect': {'from': 23, 'to': 25, 'term': ['spicy', 'tuna']}, 'category': 'Food#Quality', 'opinion': {'from': 28, 'to': 30, 'term': ['just', 'okay']}, 'sentiment': 'POS'}]"
"My lamb noodle soup was delicious , although there was n't a lot of lamb in there .",ACOS,"[{'aspect': {'from': 1, 'to': 4, 'term': ['lamb', 'noodle', 'soup']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['delicious']}, 'sentiment': 'POS'}, {'aspect': {'from': 14, 'to': 15, 'term': ['lamb']}, 'category': 'Food#Style_Options', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
They had inadvertently forgotten to notify us ... On our anniversary .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"We just went there with a Groupon and ordered a panini , a kids ' mac and cheese , and a grilled cheese sandwich for lunch.The panini '' was served on the worst sliced white bread and used a processed slice of `` cheese . ''",ACOS,"[{'aspect': {'from': 33, 'to': 36, 'term': ['sliced', 'white', 'bread']}, 'category': 'Food#Quality', 'opinion': {'from': 32, 'to': 33, 'term': ['worst']}, 'sentiment': 'NEG'}]"
Went here for happy hour .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['happy']}, 'sentiment': 'POS'}]"
"( There are not enough places to sit outside and eat in this town , so I appreciate being able to savor my meals at Parish .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 17, 'to': 18, 'term': ['appreciate']}, 'sentiment': 'POS'}]"
First time in and it was a great meal .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['meal']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['great']}, 'sentiment': 'POS'}]"
My only complaint was that there wasnt more of it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Style_Options', 'opinion': {'from': 2, 'to': 3, 'term': ['complaint']}, 'sentiment': 'NEG'}]"
This particular review is in association with a visit I had in relation to a promotion for their new smoked wings that I received for being a BzzAgent product reviewer.The service at lunchtime is typically slower than you 'll find at other restaurants up and down Peachtree .,ACOS,"[{'aspect': {'from': 30, 'to': 31, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 34, 'to': 36, 'term': ['typically', 'slower']}, 'sentiment': 'NEG'}]"
"Others will suffer from your breath from the garlic , though ... and I always seems to be so thirsty after .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 18, 'to': 20, 'term': ['so', 'thirsty']}, 'sentiment': 'POS'}]"
"So far , they have a good wine list and a full bar , but food was not yet available .",ACOS,"[{'aspect': {'from': 15, 'to': 16, 'term': ['food']}, 'category': 'Food#Style_Options', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 7, 'to': 9, 'term': ['wine', 'list']}, 'category': 'Drinks#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['bar']}, 'category': 'Ambience#General', 'opinion': {'from': 11, 'to': 12, 'term': ['full']}, 'sentiment': 'POS'}]"
"The Buddha bowl had tofu and vegan chicken , plus a TON of vegetables ( including a second plate of them for me to add as I like ! )",ACOS,"[{'aspect': {'from': 18, 'to': 19, 'term': ['plate']}, 'category': 'Food#Quality', 'opinion': {'from': 27, 'to': 28, 'term': ['like']}, 'sentiment': 'POS'}]"
The ambience is beautiful and peaceful .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['ambience']}, 'category': 'Ambience#General', 'opinion': {'from': 5, 'to': 6, 'term': ['peaceful']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['ambience']}, 'category': 'Ambience#General', 'opinion': {'from': 3, 'to': 4, 'term': ['beautiful']}, 'sentiment': 'POS'}]"
"The steak was cooked properly , but didn't have much to distinguish itself from a steak that you could get at any other restaurant of this caliber .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['steak']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['properly']}, 'sentiment': 'POS'}]"
The service is professional and they know their menu .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['professional']}, 'sentiment': 'POS'}]"
Loved the buttermilk fried chicken too .,ACOS,"[{'aspect': {'from': 2, 'to': 5, 'term': ['buttermilk', 'fried', 'chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Loved']}, 'sentiment': 'POS'}]"
The garlic bread was not good either .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['garlic', 'bread']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['not', 'good']}, 'sentiment': 'NEG'}]"
"It took me 20 minutes to get that cold food , 10 minutes after I finished before the waitress asked me if I wanted the bill .",ACOS,"[{'aspect': {'from': 18, 'to': 19, 'term': ['waitress']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Yeah it is a great place to go for RamenMy fav is soy sauce , soy sauce Ramen with extra pork on the side .",ACOS,"[{'aspect': {'from': 12, 'to': 14, 'term': ['soy', 'sauce']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['fav']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}]"
"Very attentive wait staff , who inquire if you parked in their lot and open the door for you when you leave.Food : Kara-age is nicely cooked , with a nice side of their seasoning .",ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['wait', 'staff']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'attentive']}, 'sentiment': 'POS'}, {'aspect': {'from': 23, 'to': 24, 'term': ['Kara-age']}, 'category': 'Food#Quality', 'opinion': {'from': 25, 'to': 26, 'term': ['nicely']}, 'sentiment': 'POS'}, {'aspect': {'from': 34, 'to': 35, 'term': ['seasoning']}, 'category': 'Food#Quality', 'opinion': {'from': 30, 'to': 31, 'term': ['nice']}, 'sentiment': 'POS'}]"
"I really love the people , always friendly and helpful .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['people']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['helpful']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['people']}, 'category': 'Service#General', 'opinion': {'from': 1, 'to': 3, 'term': ['really', 'love']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['people']}, 'category': 'Service#General', 'opinion': {'from': 6, 'to': 8, 'term': ['always', 'friendly']}, 'sentiment': 'POS'}]"
We actually went to another place to buy food immediately after leaving.The service was absolutely horrendous .,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 14, 'to': 16, 'term': ['absolutely', 'horrendous']}, 'sentiment': 'NEG'}]"
"The bulgogi was really delicious , very flavorful .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['bulgogi']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 8, 'term': ['very', 'flavorful']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['bulgogi']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['really', 'delicious']}, 'sentiment': 'POS'}]"
"The chicken was dry , though the Green Goddess dressing was tasty ( order extra ) .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['dry']}, 'sentiment': 'NEG'}, {'aspect': {'from': 7, 'to': 10, 'term': ['Green', 'Goddess', 'dressing']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['tasty']}, 'sentiment': 'POS'}]"
The best chicken finger I ever had !,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['chicken', 'finger']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['best']}, 'sentiment': 'POS'}]"
"The service was fast and friendly , and the food was fresh , hot , and came out quickly !",ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['fresh']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['fast']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 18, 'to': 19, 'term': ['quickly']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['hot']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['friendly']}, 'sentiment': 'POS'}]"
And they had the audacity to charge me for it as well .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['they']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['audacity']}, 'sentiment': 'NEG'}]"
"Visiting from out of state , and despite the other reviews we read we decided to try it and we are so glad we did .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 21, 'to': 23, 'term': ['so', 'glad']}, 'sentiment': 'POS'}]"
Completely fell apart when you put a fork in it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Great for date nights or even casual business meetings !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
Poutine was also great with a delicious gravy .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Poutine']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['gravy']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['delicious']}, 'sentiment': 'POS'}]"
"The only good thing is the bread , which has a crispy crust and chewy inside .",ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['crust']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['crispy']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['bread']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 15, 'to': 16, 'term': ['inside']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 15, 'term': ['chewy']}, 'sentiment': 'POS'}]"
There is a sick fowl smell wafting outside from the restaurant that we can smell all the way out to the curb.A couple of bolder folks drop off and go across the street to a bikini bar .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['restaurant']}, 'category': 'Ambience#General', 'opinion': {'from': 3, 'to': 6, 'term': ['sick', 'fowl', 'smell']}, 'sentiment': 'NEG'}]"
Ill be back .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Portions are good-sized .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Style_Options', 'opinion': {'from': 2, 'to': 3, 'term': ['good-sized']}, 'sentiment': 'POS'}]"
"My wife is vegetarian ( actually macro ) and has no trouble getting the simply-prepared food she needs - they make a special meal for her , no problem.The service is good but leisurely .",ACOS,"[{'aspect': {'from': 29, 'to': 30, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 31, 'to': 32, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 29, 'to': 30, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 33, 'to': 34, 'term': ['leisurely']}, 'sentiment': 'POS'}]"
Their ricotta & honey toast is good too .,ACOS,"[{'aspect': {'from': 1, 'to': 5, 'term': ['ricotta', '&', 'honey', 'toast']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['good']}, 'sentiment': 'POS'}]"
"Bottom line : If you 're in the area you should definitely hop on over , ( preferably during non-peak hours ) .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#Miscellaneous', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
The overall effect was unique and flavorful .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['overall', 'effect']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['unique']}, 'sentiment': 'POS'}]"
"They serve solid , traditional Chinese food .",ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['Chinese', 'food']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['traditional']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 7, 'term': ['Chinese', 'food']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['solid']}, 'sentiment': 'POS'}]"
Everyone seemed to enjoy their meal .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['meal']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['enjoy']}, 'sentiment': 'POS'}]"
Amy had the best value too ( highest quality for the price ) based on the various quotes I got .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Amy']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 5, 'term': ['best', 'value']}, 'sentiment': 'POS'}]"
Delightful find in the neighborhood .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['neighborhood']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Delightful']}, 'sentiment': 'POS'}]"
this place is horrid .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['horrid']}, 'sentiment': 'NEG'}]"
"Whether they are deceitful or just plain sloppy , its questionable .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 10, 'to': 11, 'term': ['questionable']}, 'sentiment': 'NEG'}]"
The other people we sat with were also foodies and we had a great discussion on the best restaurants in Portland.Our service was smooth and the portions were appropriately sized .,ACOS,"[{'aspect': {'from': 21, 'to': 22, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 23, 'to': 24, 'term': ['smooth']}, 'sentiment': 'POS'}, {'aspect': {'from': 26, 'to': 27, 'term': ['portions']}, 'category': 'Food#Style_Options', 'opinion': {'from': 28, 'to': 29, 'term': ['appropriately']}, 'sentiment': 'POS'}]"
I would say it was average .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['average']}, 'sentiment': 'NEU'}]"
"When she brought my food , no eye contact , no smile , no `` can I get you anything else '' or even a `` you 're welcome '' after I said `` thank you '' .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 10, 'to': 12, 'term': ['no', 'smile']}, 'sentiment': 'NEG'}]"
Welcoming and friendly staff .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['friendly']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Welcoming']}, 'sentiment': 'POS'}]"
Cost : Reasonably priced for the quality and quantity of the food .,ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['food']}, 'category': 'Food#Prices', 'opinion': {'from': 2, 'to': 4, 'term': ['Reasonably', 'priced']}, 'sentiment': 'POS'}]"
This place is a joke !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 5, 'term': ['joke']}, 'sentiment': 'NEG'}]"
"They were soggy and small.Sorry , Thai Orchid .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['soggy']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Style_Options', 'opinion': {'from': 4, 'to': 5, 'term': ['small.Sorry']}, 'sentiment': 'NEG'}]"
"For appetizers , we had the calamari and tuna tartare and they were excellent .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['calamari']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['excellent']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 10, 'term': ['tuna', 'tartare']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['excellent']}, 'sentiment': 'POS'}]"
"The garlic knots are soft and garlicky , DELISH !",ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['garlic', 'knots']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['garlicky']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['garlic', 'knots']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['DELISH']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['garlic', 'knots']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['soft']}, 'sentiment': 'POS'}]"
I also adore the monkey brain they have on happy hour .,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['monkey', 'brain']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['adore']}, 'sentiment': 'POS'}]"
